"Variable","Lasso_Beta","Ridge_Beta","Enet_Beta"
"g__Fusobacterium_C",0,0.00606913895990279,0
"s__Fusobacterium_C animalis",0,0.00534077871762049,0
"s__Fusobacterium_C necrophorum",0,0.00531911977661317,0
"s__Fusobacterium_C periodonticum_D",0,0.0640415982344971,0
"s__Fusobacterium_C vincentii",0,-0.00418296839826218,0
"g__Leptotrichia_A_993758",0,0.00528904307601062,0
"s__Sneathia vaginalis",0,-0.00505542635596408,0
"g__GWA2-37-10",0,-0.00401611933666493,0
"s__Nanogingivalis gingivitcus",0,0.00525697555638629,0
"g__Nanosynbacter",0,-0.0296184972688856,-0.00968678688296913
"s__Nanosyncoccus sp003979185",0,0.00522531615124862,0
"s__Saccharimonas aalborgensis",0,-0.0204448223611613,0
"f__CAG-239",0,-0.00889880593316819,0
"s__51-20 sp001917175",0,0.00260067185586459,0
"g__CAG-267",0,0.00323411997203703,0
"g__CAJLXD01",0,-0.00277413713900099,0
"s__Scatocola faecipullorum",0,0.00201011451734495,0
"s__CAG-977 sp000434295",0,-0.00552162123499738,0
"g__UBA2903",0,0.00518536556764428,0
"s__UBA2903 sp002438565",0,-0.00780398490526113,0
"g__Agrobacterium",0,0.00516931296696837,0
"s__Methylobacterium fujisawaense",0,0.00516037520537809,0
"s__Bradyrhizobium nanningense",0,0.00515436474850078,0
"g__Blastomonas",0,0.00515071230968006,0
"s__Comamonas_F_589250 kerstersii",0,0.00514889416288763,0
"s__Oxalobacter formigenes_B",0,-0.00161792792540451,0
"s__Aphodousia faecalis",0,0.00514933376978633,0
"s__Duodenibacillus intestinigallinarum",0,-0.000604394950674474,0
"s__Duodenibacillus massiliensis",0,0.00257635227307014,0
"s__Duodenibacillus sp900542805",0,-0.0240878710592942,0
"g__Mesosutterella",0,0.00788993924230647,0
"s__Mesosutterella massiliensis",0,-0.0100030546668595,0
"s__Mesosutterella multiformis",0,-0.0289951007876485,0
"s__Parasutterella excrementihominis",0,-0.002176339610389,0
"s__Sutterella megalosphaeroides",0,0.00515286184092332,0
"s__Sutterella stercoricanis",0,0.00358163848333209,0
"s__Sutterella wadsworthensis_A_565807",0,-0.0059422041282366,0
"s__Sutterella wadsworthensis_A_565869",0,-0.00739596429275543,0
"s__Turicimonas muris",0,-0.00823173230274085,0
"g__Neisseria_563205",0,-0.0123720558436054,0
"s__Neisseria sp000186165",0,0.00515233587325077,0
"s__Neisseria subflava",0,-0.035154727067288,-0.00785055569125782
"g__Citrobacter_A_692098",0,0.00130697339169593,0
"s__Enterobacter_B_713587 kobei_713570",0,-0.00167704191837268,0
"g__Escherichia_710834",0,-0.000616265469026915,0
"s__Escherichia coli",0,0.00516558789046203,0
"s__Escherichia fergusonii",0,0.00518166025450698,0
"s__Escherichia marmotae",0,0.00519916027005696,0
"s__Escherichia ruysiae",0,0.0052168025181054,0
"s__Shigella sonnei",0,0.00523362079988713,0
"s__Hafnia paralvei",0,0.00524896711368942,0
"g__Klebsiella_724518",0,0.00127541544152917,0
"s__Klebsiella pneumoniae_718977",0,0.00263558921970948,0
"s__Klebsiella variicola",0,0.00527994923520919,0
"s__Raoultella planticola",0,0.00528702092539702,0
"s__Kluyvera georgiana",0,0.00529260552903623,0
"s__Kosakonia cowanii",0,0.00529693253261565,0
"s__Morganella morganii_731151",0,0.0053002297750805,0
"s__Pantoea_A_680430 piersonii",0,0.00530271021584607,0
"g__Providencia_A_732258",0,0.00530456378297961,0
"s__Yersinia ruckeri",0,-0.03118583442901,0
"g__Aggregatibacter_736122",0,0.00530768799996207,0
"s__Aggregatibacter actinomycetemcomitans",0,0.00530917299050062,0
"s__Haemophilus_A sputorum",0,0.00531038931832608,0
"g__Haemophilus_D_735815",0,-0.00266334239220597,0
"s__Haemophilus_D_735815 parainfluenzae",0,0.0387444346276076,0.0856807367939983
"s__Mesocricetibacter intestinalis",0,0.000503032096976156,0
"s__Muribacter muris",0,0.00530672052520999,0
"g__Rodentibacter_A_734545",0,0.00530104482426481,0
"s__Succinivibrio hippei_A",0,0.0134332129046992,0
"s__Succinivibrio sp000431835",0,0.0143361642463677,0
"g__Pseudomonas_E_647464",0,0.00366480789566155,0
"s__Pseudomonas_E_647464 salomonii",0,0.00529379981740739,0
"s__Pseudomonas_E_650326 delhiensis",0,0.0052868019009999,0
"s__Pseudomonas_F furukawaii",0,0.00560409236044146,0
"s__Acinetobacter ursingii",0,0.00528092452472498,0
"s__Pseudoxanthomonas_A_615336 taiwanensis",0.0120022560081366,0.0749596053134689,0.0522883231656025
"s__Brachyspira pilosicoli",0,0.00525596771257854,0
"s__Pyramidobacter piscolens",0,0.00523868556621442,0
"s__Cloacibacillus evryensis",0,-0.000741815633375978,0
"s__Cloacibacillus porcorum",0,-0.0150356722475782,0
"g__UBA11452",0,-0.00157765138453452,0
"g__UBA1732",0,-0.0072859057284733,0
"g__Victivallis",0,-0.00515953199401463,0
"s__Victivallis lenta",0,-0.0203384852675088,0
"s__Victivallis vadensis",0,0.00523478266633466,0
"s__Merdousia gallistercoris",0,0.005226213975297,0
"s__Merdousia sp000438015",0,-0.00829350465952807,0
"g__QALA01",0,0.00521859390171762,0
"s__QALA01 sp003343565",0,-0.0080538692646223,0
"s__Akkermansia muciniphila_D_776786",0,0.00357638801924841,0.00308385840327921
"s__Akkermansia sp001580195",0,-0.0071561698686473,-0.0202835477834872
